index,question,img_opt,A,B,C,D,Answer
425,"10. If l, m, n are the direction cosines of a position vector a⃗ , then which of the following is true?",,a) l2+m2-n2=0,b) lmn=1,c) l2+m2+n2=1,d) l2 m2+n2=1,Answer: c
426,1. Two vectors having the same initial points are called as ________________,,a) collinear vectors,b) unit vectors,c) coinitial vectors,d) equal vectors,Answer: c
427,2. A unit vector is a vector whose magnitude is unity.,,a) True,b) False,c) NONE,d) NONE,Answer: a
428,3. Which of the following vectors are collinear in the figure given below?,,"a) a⃗ , c⃗  and d⃗  ","b) a⃗ , b⃗  and d⃗  ",c) a⃗  and d⃗  ,d) b⃗  and d⃗  ,Answer: b
429,"4. In the figure given below, which vectors are coinitial but not equal?",,"a) a⃗ , b⃗  and c⃗  ",b) b⃗  and c⃗  ,c) a⃗  and b⃗  ,d) a⃗  and c⃗  ,Answer: d
430,5. Which of the following condition is true for equal vectors?,,a) They have the same direction but not same magnitude,b) They have the same magnitude and direction,c) They have the same initial point,d) They are parallel to the same line,Answer: b
431,6. The vector whose initial and final points coincide is called ____________,,a) unit vector,b) coinitial vectors,c) equal vectors,d) zero vector,Answer: d
432,7. The vectors which start from the same initial point are called collinear vectors.,,a) True,b) False,c) NONE,d) NONE,Answer: b
433,"8. In the given figure, which of the following vectors are coinitial?",,"a) a⃗ , c⃗  and b⃗  ","b) d⃗ , c⃗  and b⃗  ",c) a⃗  and c⃗  ,d) b⃗  and c⃗  ,Answer: a
434,9. Which of the following vectors are equal in the figure given below?,,a) a⃗  and c,b) c⃗  and b⃗  ,c) a⃗  and b⃗  ,"d) a⃗ , b⃗  and c⃗  ",Answer: c
435,10. Which of the following is the condition for two vectors to be Collinear?,,a) The vectors should be parallel to the same line,b) The vectors should have the same initial point,c) The vectors should have the same magnitude,d) The vectors should have the magnitude 1 and 0 respectively,Answer: a
436,1. If a⃗ =i^+4j^ and b⃗ =3i^-3j^. Find the magnitude of a⃗ +b⃗ .,,a) 6–√ ,b) 11−−√ ,c) 5–√ ,d) 17−−√ ,Answer: d
437,2. Find the sum of the vectors a⃗ =6i^-3j^ and b⃗ =5i^+4j^.,,a) 11i^+j^ ,b) 11i^–j^ ,c) -11i^+j^ ,d) i^+j^ ,Answer: a
438,"3. Find vector c⃗ , if a⃗ –b⃗ +c⃗ =6i^+8j^ where a⃗ =7i^+2j^ and b⃗ =4i^-5j^.",,a) -3i^+j^ ,b) 3i^+j^ ,c) 3i^–j^ ,d) -3i^–j^ ,Answer: b
439,"4. Find the unit vector in the direction of the sum of the vectors, a⃗ =2i^+7j^ and b⃗ =i^-9j^.",,a) 311√i^−211√j^ ,b) 213√i^−313√j^ ,c) –311√i^+213√j^ ,d) 313√i^−213√j^ ,Answer: d
440,"5. If a⃗ =3i^+2j^+2k^, b⃗ =2i^-8j^+k^, find a⃗ +b⃗ .",,a) 5i^+j^+3k^ ,b) 5i^-6j^+3k^ ,c) 5i^-6j^-3k^ ,d) 5i^+6j^+3k^ ,Answer: b
441,"6. Find the value of a⃗ +b⃗ +c⃗ , if a⃗ =4i^-4j^, b⃗ =-3i^+2k, c⃗ =7j^-8k^.",,a) i^-3j^ ,b) i^+3j^-6k^ ,c) i^+j^+6k^ ,d) i^+6k^ ,Answer: b
442,"7. Find the magnitude of a⃗ +b⃗ , if a⃗ =4i^+9j^ and b⃗ =6i^.",,a) 181−−−√ ,b) 81−−√ ,c) 11−−√ ,d) 60−−√ ,Answer: a
443,"8. Find vector \vec{b}, if \vec{a}+\vec{b}+\vec{c}=8\hat{i}+2\hat{j} where \vec{a}=\hat{i}-6\hat{j} and \vec{c}=3\hat{i}+7\hat{j}.",,a) 4\hat{i}+4\hat{j} ,b) \hat{i}+4\hat{j} ,c) 4\hat{i}–\hat{j} ,d) 4\hat{i}+\hat{j} ,Answer: d
444,"9. If \vec{a}=9\hat{i}-2\hat{j}+7\hat{k}, \vec{b}=5\hat{i}+\hat{j}-3\hat{k}, find \vec{a}+\vec{b}.",,a) \hat{i}–\hat{j}+4\hat{k} ,b) 14\hat{i}–\hat{j}+4\hat{k} ,c) 14\hat{i}-3\hat{j}+4\hat{k} ,d) 14\hat{i}–\hat{j}+9\hat{k} ,Answer: b
445,10. Find the sum of the vectors \vec{a}=8\hat{i}+5\hat{j} and \vec{b}=-2\hat{i}+6\hat{j} ,,a) 6\hat{i}+\hat{j} ,b) 6\hat{i}+11\hat{j} ,c) 6\hat{i}-11\hat{j} ,d) \hat{i}+11\hat{j} ,Answer: b
446,1. Find the scalar product of the vectors a⃗ =2i^+5j^ and b⃗ =6i^−7j^.,,a) -32,b) -23,c) 32,d) 23,Answer: b
447,2. Find the angle between the two vectors a⃗  and b⃗  with magnitude 3–√ and 2–√ respectively and a.→b⃗ =32–√.,,a) cos−113√ ,b) cos−13–√ ,c) cos−132√ ,d) cos−123√ ,Answer: a
448,3. Find the projection of vector a⃗ =8i^−j^+6k^ on vector b⃗ =4i^+3j^.,,a) 295−−√ ,b) 295√ ,c) 29√5 ,d) 295 ,Answer: d
449,"4. Find |a⃗ +b⃗ |, if |a⃗ |=3and|b⃗ |=4anda⃗ .b⃗ =6.",,a) 34,b) 37−−√ ,c) 13,d) 23−−√ ,Answer: b
450,5. Find the angle between the vectors a⃗ =i^−j^+2k^andb⃗ =3i^+2j^+4k^.,,a) cos−1583−−√ ,b) cos−158√3 ,c) cos−15833√ ,d) cos−158√33√ ,Answer: d
451,6. Find the angle between the vectors \vec{a}=-\hat{i}+\hat{j}-\hat{k} and \vec{b}=\hat{i}-\hat{j} ,,a) cos^{-1}⁡-\frac{\sqrt{3}}{2} ,b) cos^{-1}⁡-\frac{2}{\sqrt{3}} ,c) cos^{-1}⁡-\sqrt{2} ,d) cos^{-1}⁡-\sqrt{\frac{3}{2}} ,Answer: d
452,"7. If two non-zero vectors \vec{a} \,and \, \vec{b} are perpendicular to each other then their scalar product is zero.",,a) True,b) False,c) NONE,d) NONE,Answer: a
453,"8. Find the angle between the two vectors \vec{a} \,and \, \vec{b} with magnitude 2 and \sqrt{3} respectively and \vec{a.} \, \vec{b}=4.",,a) \frac{π}{3} ,b) \frac{π}{6} ,c) cos^{-1}⁡\frac{\sqrt{2}}{3} ,d) cos^{-1}⁡\frac{2}{\sqrt{3}} ,Answer: b
454,"9. Find the scalar product of the vectors \vec{a}=6\hat{i}-7\hat{j}+5\hat{k} \,and \,\vec{b}=6\hat{i}-7\hat{k} ",,a) 1,b) 8,c) 6,d) 3,Answer: a
455,"10. Find the projection of vector \vec{b}=2\hat{i}+2\sqrt{2} \,\hat{j}-2\hat{k} on the vector \vec{a}=\hat{i}-\hat{j}-\sqrt{2} \,\hat{k}.",,a) 2,b) \sqrt{2} ,c) 1,d) 2\sqrt{2} ,Answer: b
456,"1. If a, b, c are the direction ratios of the line and l, m, n are the direction cosines of the line, then which of the following is true?",,a) la=mb=nc=μ ,b) la=mb=nc=μ−1 ,c) la=mc=nb=μ ,d) la=n+1b=nc=μ ,Answer: a
457,"2. If a line makes an angle of 120°, 45°, 30° with the positive x, y, z-axis respectively then find the direction cosines.",,"a) l=12,m=12√,n=3√2 ","b) l=-12,m=−12√,n=−3√2 ","c) l=-12,m=12√,n=3√2 ","d) l=0,m=12√,n=3√2 ",Answer: c
458,"3. If a line has direction ratios 2, -3, 7 then find the direction cosines.",,"a) l=262√,m=−762√,n=762√ ","b) l=26√,m=−36√,n=76√ ","c) l=-262√,m=−362√,n=−762√ ","d) l=262√,m=−362√,n=762√ ",Answer: d
459,"4. Find the direction cosines of the line passing through two points (4, -5, -6) and (-1, 2, 8).",,"a) 5270,7270√,14270√ ","b) –7270√,7270√,7270√ ","c) –5270√,7270√,14270√ ","d) –520√,7720√,14270√ ",Answer: c
460,"5. The direction ratios of the line segment joining P(x1,y1,z1) and Q(x2,y2,z2) is given by _______, ____________ and __________",,"a) x2+x1,y2+y1,z2+z1 ","b) x2−x1,y2+y1,z2−z1 ","c) x2−x1,y2−y1,z2−z1 ","d) x2+x1,y2−y1,z2+z1 ",Answer: c
461,"6. Find the direction cosines of the line passing through two points P(-6,7,3) and Q(3,-2,5).",,"a) –2166√,−9166√,2166√ ","b) –9166√,−7166√,2166√ ","c) –966√,−966√,266√ ","d) –9166√,−9166√,2166√ ",Answer: d
462,"7. If the direction ratios of a line are 5, 4, -7 respectively, then find the direction cosines.",,"a) 7590√,490√,590√ ","b) 590√,490√,−790√ ","c) 570√,470√,−770√ ","d) 390√,490√,−590√ ",Answer: b
463,"8. If a, b, c are the direction ratios of the line and l, m, n are the direction cosines of the line, then which of the following is incorrect?",,a) la=mb=nc=k ,b) l2+m2+n2=1,c) k=±1(a2+b2+c2)√ ,d) l2-m2=n2-1,Answer: d
464,"9. If the direction cosines of the line are 12,−3√2,x respectively, then find the value of x.",,a) 1,b) 0,c) 3√2 ,d) 12 ,Answer: b
465,"10. If a line makes an angle of 60°, 150°, 45° with the positive x, y, z-axis respectively, find its direction cosines.",,"a) –12,−3√2,12√ ","b) –12,−3√2,−12√ ","c) 12,−3√2,12√ ","d) 12,3√2,−12√ ",Answer: c
466,"1. If L1 and L2 have the direction ratios a1,b1,c1anda2,b2,c2 respectively then what is the angle between the lines?",,a) θ=tan−1∣∣∣a1a2+b1b2+c1c2a21+b21+c21√a22+b22+c22√∣∣∣ ,b) θ=2tan−1∣∣∣a1a2+b1b2+c1c2a21+b21+c21√a22+b22+c22√∣∣∣ ,c) θ=cos−1∣∣∣a1a2+b1b2+c1c2a21+b21+c21√a22+b22+c22√∣∣∣ ,d) θ=2cos−1∣∣∣a1a2+b1b2+c1c2a21+b21+c21√a22+b22+c22√∣∣∣ ,Answer: c
467,2. Find the angle between the lines.,,x+21=y+56=z−32 ,x−45=y−3−2=z+31 ,a) cos−151230√ ,b) cos−133120√ ,c) cos−172310√ 
468,3. Find the value of p such that the lines,,x−13=y+4p=z−91 ,x+21=y−31=z−7−2 ,are at right angles to each other.,a) p=2,b) p=1
469,4. Find the angle between the two lines if the equations of the lines are,,r⃗ =i^+j^+k^+λ(3i^−j^+k^)andr⃗ =4i^+j^−2k^+μ(2i^+3j^+k^) ,a) cos−1414√ ,b) cos−17154√ ,c) cos−14154 ,d) cos−14154√ 
470,"5. If two lines L1 and L2 with direction ratios a1,b1,c1anda2,b2,c2 respectively are perpendicular to each other then",,a1a2+b1b2+c1c2=0 ,a) True,b) False,c) NONE,d) NONE
471,6. Find the value of p such that the lines x+114=y+3−2=z−34andx−3p=y+122=z−3−12 are at right angles to each other.,,a) p=11,b) p=12,c) p=13,d) p=4,Answer: c
472,"7. If the equations of two lines L1 and L2 are r⃗ =a1→+λb1→ and r⃗ =a2→+μb2→, then which of the following is the correct formula for the angle between the two lines?",,a) cos⁡θ=∣∣∣a1→.a2→|b1→||a2→|∣∣∣ ,b) cos⁡θ=∣∣∣a1→.a2→|a1→||a2→|∣∣∣ ,c) cos⁡θ=∣∣∣b1→.b2→|b1→||b2→|∣∣∣ ,d) cos⁡θ=∣∣∣a1→.b2→|a1→||b2→|∣∣∣ ,Answer: c
473,8. Find the angle between the lines r⃗ =2i^+6j^−k^+λ(i^−2j^+3k^) and r⃗ =4i^−7j^+3k^+μ(5i^−3j^+3k^).,,a) θ=cos−120602√ ,b) θ=cos−120682√ ,c) θ=cos−18602√ ,d) θ=cos−114598√ ,Answer: a
474,"9. If two lines L1 and L2 are having direction cosines l1,m1,n1andl2,m2,n2 respectively, then what is the angle between the two lines?",,a) cot⁡θ=|l1l2+m1m2+n1n2| ,b) sin⁡θ=|l1l2+m1n2+n1m2| ,c) tan⁡θ=|l1l2+m1m2+n1n2| ,d) cos⁡θ=|l1l2+m1m2+n1n2| ,Answer: d
475,10. Find the angle between the pair of lines x−35=y+73=z−22andx+13=y−54=z+28.,,a) cos−1433482√ ,b) cos−1433382√ ,c) cos−1853382√ ,d) cos−1343382√ ,Answer: b
476,1. Which of the following is not the correct formula for representing a plane?,,a) \vec{r}.\hat{n}=dr⃗ .n^=d ,b) ax+by+cz=d,c) lx+my+nz=d,d) al+mb+cn=d2,Answer: d
477,"2. If the plane passes through three collinear points (x_1,y_1,z_1),(x_2,y_2,z_2),(x_3,y_3,z_3)(x1,y1,z1),(x2,y2,z2),(x3,y3,z3) then which of the following is true?",,a) x_1 y_1 z_1+x_2 y_2 z_2+x_3 y_3 z_3x1y1z1+x2y2z2+x3y3z3=0,b) \begin{vmatrix}x_1&y_1&z_1\\x_2&y_2&z_2\\x_3&y_3&z_3\end{vmatrix}∣∣∣∣x1x2x3y1y2y3z1z2z3∣∣∣∣=0,c) \begin{vmatrix}x_1\\y_2\\z_3\end{vmatrix}∣∣∣∣x1y2z3∣∣∣∣=0,d) x_1 x_2 x_3+y_1 y_2 y_3+z_1 z_2 z_3=0x1x2x3+y1y2y3+z1z2z3=0 ,Answer: b
478,3. Find the vector equation of the plane which is at a distance of \frac{7}{\sqrt{38}}738√ from the origin and the normal vector from origin is 2\hat{i}+3\hat{j}-5\hat{k}2i^+3j^−5k^?,,a) \vec{r}.(\frac{2\hat{i}}{38}+\frac{3\hat{j}}{\sqrt{38}}-\frac{5\hat{k}}{\sqrt{38}})=\frac{7}{\sqrt{56}}r⃗ .(2i^38+3j^38√−5k^38√)=756√ ,b) \vec{r}.(\frac{2\hat{i}}{\sqrt{38}}+\frac{3\hat{j}}{\sqrt{38}}-\frac{5\hat{k}}{\sqrt{38}})=\frac{7}{\sqrt{38}}r⃗ .(2i^38√+3j^38√−5k^38√)=738√ ,c) \vec{r}.(\frac{2\hat{i}}{\sqrt{38}}+\frac{5\hat{j}}{\sqrt{38}}+\frac{3\hat{k}}{\sqrt{38}})=\frac{7}{\sqrt{38}}r⃗ .(2i^38√+5j^38√+3k^38√)=738√ ,d) \vec{r}.(\frac{2\hat{i}}{\sqrt{58}}-\frac{3\hat{j}}{\sqrt{37}}-\frac{5\hat{k}}{\sqrt{38}})=\frac{7}{\sqrt{38}}r⃗ .(2i^58√−3j^37√−5k^38√)=738√ ,Answer: b
479,"4. Find the equation of the plane passing through three points (1,2,-1), (0,-1,2) and (3,1,1).",,a) (\vec{r}-(\hat{i}+2\hat{j}-\hat{k})).[(-\hat{j}+2\hat{k})×(2\hat{i}-\hat{j}+2\hat{k})](r⃗ −(i^+2j^−k^)).[(−j^+2k^)×(2i^−j^+2k^)]=0,b) (\vec{r}-(\hat{i}+2\hat{j}-\hat{k})).[(\hat{i}-3\hat{j}+3\hat{k})×(2\hat{i}-\hat{j}+2\hat{k})](r⃗ −(i^+2j^−k^)).[(i^−3j^+3k^)×(2i^−j^+2k^)]=0,c) (\vec{r}-(\hat{i}+2\hat{j}-\hat{k})).[(3\hat{i}+\hat{j}+\hat{k})×(2\hat{i}-\hat{j}+2\hat{k})](r⃗ −(i^+2j^−k^)).[(3i^+j^+k^)×(2i^−j^+2k^)]=0,d) (\vec{r}-(\hat{i}+2\hat{j})).[(-\hat{i}-3\hat{j}+3\hat{k})×(2\hat{i}-\hat{j}+2\hat{k})](r⃗ −(i^+2j^)).[(−i^−3j^+3k^)×(2i^−j^+2k^)]=0,Answer: b
480,5. Find the Cartesian equation of the plane \vec{r}.(2\hat{i}+\hat{j}-\hat{k})r⃗ .(2i^+j^−k^)=4.,,a) x+y-z=-4,b) 2x+y-z=4,c) x+y+z=4,d) -2x-y+z=4,Answer: b
481,"6. Find the vector equation of the plane passing through the point (2,1,-1) and normal to the plane is 2\hat{i}+\hat{j}-3\hat{k}2i^+j^−3k^?",,a) (\vec{r}-(2\hat{i}-7\hat{k})).(2\hat{i}+\hat{j}-3\hat{k})(r⃗ −(2i^−7k^)).(2i^+j^−3k^)=0,b) (\vec{r}-(2\hat{i}+3\hat{j}-\hat{k})).(2\hat{i}-3\hat{k})(r⃗ −(2i^+3j^−k^)).(2i^−3k^)=0,c) (\vec{r}-(\hat{i}+\hat{j}-3\hat{k})).(2\hat{i}+6\hat{j}-3\hat{k})(r⃗ −(i^+j^−3k^)).(2i^+6j^−3k^)=0,d) (\vec{r}-(2\hat{i}+\hat{j}-\hat{k})).(2\hat{i}+\hat{j}-3\hat{k})(r⃗ −(2i^+j^−k^)).(2i^+j^−3k^)=0,Answer: d
482,7. Find the distance of the plane 3x+4y-5z-7=0.,,a) \frac{7}{\sqrt{40}}740√ ,b) \frac{6}{\sqrt{34}}634√ ,c) \frac{8}{\sqrt{50}}850√ ,d) \frac{7}{\sqrt{50}}750√ ,Answer: d
483,8. Find the Cartesian equation of the plane \vec{r}.[(λ+2μ) \hat{i}+(2λ-μ) \hat{j}+(3λ-2μ)\hat{k}]=12.,,a) (λ-μ)x+y+(3λ-2μ)z=12,b) (λ+3μ)x+(2+μ)y+(3λ-2μ)z=12,c) (λ+2μ)x-2λy+(3λ-2μ)z=12,d) (λ+2μ)x+(2λ-μ)y+(3λ-2μ)z=12,Answer: d
484,"9. Find the equation of the plane passing through the three points (2,2,0), (1,2,1), (-1,2,-2).",,a) (\vec{r}-(2\hat{i}+2\hat{j})).[(-\hat{i}+\hat{k})×(-3\hat{i}-2\hat{k})]=0,b) (\vec{r}-(3\hat{i}-2\hat{k})).[(-\hat{i}+\hat{k})×(2\hat{i}-2\hat{j})]=0,c) (\vec{r}+(2\hat{i}+2\hat{j})).[(-\hat{i}-\hat{k})×(-3\hat{i}-2\hat{k})]=0,d) (\vec{r}-(2\hat{i}+2\hat{j})).[(-\hat{i}-\hat{k})×(3\hat{i}+2\hat{k})]=0,Answer: a
485,"10. Find the Cartesian equation of the plane passing through the point (3,2,-3) and the normal to the plane is 4\hat{i}-2\hat{j}+5\hat{k}?",,a) 4x-2y+5z+7=0,b) 3x-2y-3z+1=0,c) 4x-y+5z+7=0,d) 4x-2y-z+7=0,Answer: a
486,1. Which of the following is the correct formula for the angle between two planes?,,a) cos⁡θ=∣∣∣n1→.n2→|n1→||n2→|∣∣∣ ,b) sin⁡θ=∣∣∣n1→.n2→|n1→||n2→|∣∣∣ ,c) cos⁡θ=∣∣∣n1→+n2→|n1→||n2→|∣∣∣ ,d) sin⁡θ=∣∣∣n1→+n2→(|n1→|+|n2→|∣∣∣ ,Answer: a
487,2. Which of the following is the correct formula for the angle between two planes A1x+B1y+C1z+D1=0 and A2x+B2y+C2z+D2=0?,,a) cos⁡θ=A1B1C1A2B2C2 ,b) cos⁡θ=∣∣∣A1A2+B1B2+C1C2A21+B21+C21√A22+B22+C22√∣∣∣ ,c) sin⁡θ=∣∣∣A1A2−B1B2−C1C2A21+B21+C21√A22+B22+C22√∣∣∣ ,d) cos⁡θ=A1A2+B1B2+C1C2 ,Answer: b
488,3. Find the angle between two planes r⃗ .(2i^−j^+k^)=3 and r⃗ .(3i^+2j^−3k^)=5.,,a) cos−1122√ ,b) cos−116√ ,c) cos−11132√ ,d) cos−1113√ ,Answer: c
489,"4. If the planes A1x+B1y+C1z+D1=0 and A2x+B2y+C2z+D2=0 are at right angles to each other, then which of the following is true?",,a) A1+B1+C1A2+B2+C2=0,b) A1+A2+B1+B2+C1+C2=0,c) A1+B1+C1=A2B2C2 ,d) A1A2+B1B2+C1C2=0,Answer: d
490,5. Find the angle between the planes 6x-3y+7z=8 and 2x+3y-2z=5?,,a) cos−11198√ ,b) cos−1111598√ ,c) cos−113198√ ,d) cos−1111598 ,Answer: b
491,"6. If two vectors \vec{r}.\vec{n_1}=d_1 and \vec{r}.\vec{n_2}=d_2 are such that \vec{n_1}.\vec{n_2}=0, then which of the following is true?",,a) The planes are perpendicular to each other,b) The planes are parallel to each other,c) Depends on the value of the vector,d) The planes are at an angle greater than 90°,Answer: a
492,7. Find the angle between the two planes 2x+2y+z=2 and x-y+z=1?,,a) cos^{-1}\frac{⁡1}{3} ,b) cos^{-1}⁡\sqrt{3} ,c) cos^{-1}⁡\frac{1}{3} ,d) cos^{-1}⁡\frac{1}{3\sqrt{3}} ,Answer: d
493,8. Which of the given set of planes are perpendicular to each other?,,a) \vec{r}.(2\hat{i}+2\hat{j}+\hat{k})=5 and \vec{r}.(\hat{i}+2\hat{j}+2\hat{k})=5,b) \vec{r}.(\hat{i}-2\hat{j}+\hat{k})=7 and \vec{r}.(\hat{i}+\hat{j}+2\hat{k})=2,c) \vec{r}.(2\hat{i}-2\hat{j}+\hat{k})=4 and \vec{r}.(\hat{i}+2\hat{j}+2\hat{k})=5,d) \vec{r}.(3\hat{i}-2\hat{j}+\hat{k})=2 and \vec{r}.(\hat{i}+2\hat{j}+8\hat{k})=8,Answer: c
494,9. Find the angle between the planes \vec{r}.(4\hat{i}+\hat{j}-2\hat{k})=6 and \vec{r}.(5\hat{i}-6\hat{j}+\hat{k})=7?,,a) cos^{-1}⁡\frac{12}{\sqrt{1302}} ,b) cos^{-1}⁡\frac{1}{\sqrt{1392}} ,c) cos^{-1}\frac{⁡23}{\sqrt{102}} ,d) cos^{-1}⁡\frac{15}{\sqrt{134}} ,Answer: a
495,10. Which of the following sets of planes are parallel to each other?,,a) 2x+3y+4z=8 and 3x+9y+12z=7,b) 2x+3y+4z=2 and 4x+6y+8z=9,c) 3x+2y+4z=0 and 3x+4y+2z=0,d) 2x+4y+8z=9 and 4x+2y+7z=0,Answer: b
496,1. If E and F are two events associated with the same sample space of a random experiment then P (E|F) is given by _________,,"a) P(E∩F) / P(F), provided P(F) ≠ 0","b) P(E∩F) / P(F), provided P(F) = 0",c) P(E∩F) / P(F),d) P(E∩F) / P(E),Answer: a
497,"2. Let E and F be events of a sample space S of an experiment, if P(S|F) = P(F|F) then value of P(S|F)",,is __________,a) 0,b) -1,c) 1,d) 2
498,"3. Given that E and F are events such that P(E) = 0.6, P(F) = 0.3 and P(E∩F) = 0.2, then P(E|F) ?",,a) 2/3,b) 1/3,c) 3/4,d) 1/4,Answer: a
499,"4. Given that E and F are events such that P(E) = 0.5, P(F) = 0.4 and P(E∩F) = 0.3, then what will be the value of P(F|E)?",,a) 2/5,b) 3/5,c) 3/4,d) 2/4,Answer: b
500,"5. Let E and F be events of a sample space S of an experiment, if P(S|F) = P(F|F), then value of P(F|F)",,is __________,a) 0,b) -1,c) 1,d) 2
501,"6. If P(A) = 7/11, P(B) = 6 / 11 and P(A∪B) = 8/11, then P(A|B) = ________",,a) 3/5,b) 2/3,c) 1/2,d) 1,Answer: d
502,"7. If P(A) = 1/5, P(B) = 0, then what will be the value of P(A|B)?",,a) 0,b) 1,c) Not defined,d) 1/5,Answer: c
503,"8. If P(A) = 5/13, P(B) = 7/13 and P(A∩B) = 3/13, evaluate P(A|B).",,a) 1/7,b) 3/7,c) 3/5,d) 2/7,Answer: b
504,1. Events P and Q are independent if P(A∩B) = P(A) P(B).,,a) False,b) True,c) NONE,d) NONE,Answer: b
505,2. What are independent events?,,a) If the outcome of one event does not affect the outcome of another,b) If the outcome of one event affects the outcome of another,c) Any one of the outcomes of one event does not affect the outcome of another,d) Any one of the outcomes of one event does affect the outcome of another,Answer: a
506,"3. A dice is thrown twice, what is the probability of getting two 3’s?",,a) 166 ,b) 116 ,c) 136 ,d) 136 ,Answer: d
507,4. What is the formula for independent events?,,a) P(AB) = P(A) P(B),b) P(A∩B) = P(A) P(B),c) P(A+B) = P(A) P(B),d) P(A-B) = P(A) P(B),Answer: b
508,5. What is the probability of obtaining 4 heads in a row when a coin is tossed?,,a) 58 ,b) 619 ,c) 116 ,d) 47 ,Answer: c
509,"6. A bag contains a pair of gloves in colours blue, red, yellow and pink. You reach into the",,bag and choose a pair of gloves without looking. You replace this pair and then choose another pair of gloves. What is the probability that you will choose the pink pair of gloves both times?,a) 37 ,b) 47 ,c) 116 ,d) 17 
510,"7. A box contains a pair of socks in colours blue, red, yellow, green and pink. You reach into the box and choose a pair of socks without looking. You replace this pair and then choose another pair of socks. What is the probability that you will choose the yellow pair of socks both times?",,a) 811 ,b) 125 ,c) 411 ,d) 74 ,Answer: b
511,8. What is the probability of a coin landing on the tail and the dice showing 2 when a coin is tossed and dice is thrown?,,a) 112 ,b) 810 ,c) 71 ,d) 411 ,Answer: a
512,"9. A card is chosen at random from a deck of cards and then replaced, a second card is chosen. What is the probability of choosing a four and then a queen?",,a) 711 ,b) 7100 ,c) 1169 ,d) 911 ,Answer: c
513,"10. A bag contains 4 red, 2 green and 7 blue balls. What is the probability of drawing a red ball and the first ball drawn is blue? The balls drawn are replaced in the bag.",,a) 28169 ,b) 811 ,c) 4128 ,d) 1411 ,Answer: a
514,"11. A bag contains 3 red, 2 white and 4 green balls. What is the probability of drawing the second ball to be white and the first ball drawn is green? The balls are replaced in the bag.",,a) 19 ,b) 29 ,c) 881 ,d) 281 ,Answer: c
515,"12. A bag contains 3 red, 2 white and 4 green balls. What is the probability of drawing the second ball to be green if the first ball drawn is red? The balls are replaced in the bag.",,a) 39 ,b) 427 ,c) 43 ,d) 417 ,Answer: b
516,1. Method in which the previously calculated probabilities are revised with values of new probability is called __________,,a) Revision theorem,b) Bayes theorem,c) Dependent theorem,d) Updation theorem,Answer:  b
517,2. Formula for Bayes theorem is ________,,a) P(A|B) = \frac{P(B│A)P(A)}{P(B)} ,b) P(A|B) = \frac{P(A)}{P(B)} ,c) P(A|B) = \frac{P(B│A)}{P(B)} ,d) P(A|B) = \frac{1}{P(B)} ,Answer: a
518,3. Formula for conditional probability P(A|B) is _______,,a) P(A|B) = \frac{P(A∩B)}{P(B)} ,b) P(A|B) = \frac{P(A∩B)}{P(A)} ,c) P(A|B) = \frac{P(A)}{P(B)} ,d) P(A|B) = \frac{P(B)}{P(A)} ,Answer: a
519,4. Previous probabilities in Bayes Theorem that are changed with the new available information are called __________,,a) independent probabilities,b) dependent probabilities,c) interior probabilities,d) posterior probabilities,Answer: d
520,5. A man is known to speak truth 3 out of 4 times. He throws a die and reports that it is a six. Find the probability that it is actually a six.,,a) 1/8,b) 5/8,c) 2/7,d) 3/8,Answer: d
521,6. Bag 1 contains 3 red and 5 black balls while another Bag 2 contains 4 red and 6 black balls. One ball is drawn at random from one of the bags and it is found to be red. Find the probability that it is drawn from bag 2.,,a) 31/62,b) 16/62,c) 16/31,d) 31/32,Answer: c
522,7. Bag 1 contains 4 white and 6 black balls while another Bag 2 contains 4 white and 3 black balls. One ball is drawn at random from one of the bags and it is found to be black. Find the probability that it was drawn from Bag 1.,,a) 12/13,b) 5/12,c) 7/11,d) 7/12,Answer: d
523,1. What is the other name for Bernoulli trials?,,a) Two-way experiment,b) Dichotomous experiment,c) Nucleo experiment,d) Three-way experiment,Answer: b
524,2. The term Bernoulli trials is termed after which swiss mathematician?,,a) Jacob Bernoulli,b) Albert Einstein,c) Johann Gutenberg,d) Archimedes,Answer: a
525,3. Bernoulli trials only deal with mutually exclusive outcomes.,,a) True,b) False,c) NONE,d) NONE,Answer: a
526,4. How many outcomes can a Bernoulli trial have?,,a) 3,b) 2,c) 5,d) 2n,Answer: b
527,5. Bernoulli trials are also called as _____ or _____ questions.,,"a) positive, negative","b) natural, whole","c) yes, no","d) mutually exclusive, mutually inclusive",Answer: c
528,6. The Poisson distribution comes under which probability distribution?,,a) Continuous probability distribution,b) Sine probability distribution,c) Discrete probability distribution,d) Mutual probability distribution,Answer: c
529,7. The Poisson distribution shows the number of times an event is likely to occur in a particular time interval.,,a) False,b) True,c) NONE,d) NONE,Answer: b
530,8. What is the formula for the Poisson distribution probability?,,a) P(x; μ) = (e-μ) (μx) / x!,b) P(x; μ) = (e-x) (μx) / x!,c) P(x; μ) = (e-μ) (μ) / x!,d) P(x; μ) = (e-μ) (μx) / x,Answer: a
531,9. What is the formula for binomial distribution?,,a) P [X = x] = nCn px qn-x,b) P [X = x] = xCx px qn-x,c) P [X = x] = nCx px qn-x,d) P [X = x] = nCx pn qn-x,Answer: c
532,10. (n-x) is the number of successes in a binomial distribution.,,a) False,b) True,c) NONE,d) NONE,Answer: a
